zip;meanVader;meanSyuzhet;MedianIncomePast12Months;LessThanHighSchoolGraduate;HighSchoolGraduate;BachelorsDegreeOrHigher
30329;0.254;0.3;34553;0.161432594718104;0.144959880971359;0.523566608215102
30337;0.459;1.05;23982;0.0955710955710956;0.31037296037296;0.265501165501165
30341;0.5225;0.85;38486;0.128026242838662;0.160321567177971;0.538809831824062
30344;0.628666666666667;1.38333333333333;27494;0.0991807009558489;0.288393263541193;0.313154301319982
30354;0.772;1.7;24453;0.206044478236077;0.324558068808211;0.208515491351454
30458;-0.869;-2.95;17454;0.117340227695378;0.230961128498208;0.302172631196988
30501;0;0;24775;0.298580441640379;0.278601472134595;0.21267087276551
30533;-0.206;0.8;22155;0.149613728843545;0.290322580645161;0.280710031255529
30554;-0.751;-2;26520;0.196870451237263;0.347161572052402;0.147561863173217
30606;0.44;1.8;26258;0.0971382647891261;0.177259862329222;0.496697997833607
30741;0.44;0.8;22094;0.210197510692489;0.369695804699889;0.114325532221635
30907;0.0826666666666666;-1.2;34660;0.069353479903253;0.243905753186401;0.380384270456831
31017;-0.0338279569892473;-0.136021505376344;25184;0.185282522996058;0.508541392904074;0.117608409986859
31021;0.361;0.5;22788;0.133997901364113;0.413483735571878;0.192287513116474
31069;-0.684;0.2;28171;0.0799136069114471;0.303567438742832;0.253444552022045
31082;0;0;24201;0.149172087522176;0.455499704316972;0.153755174452986
31204;-0.4765;-0.75;20040;0.167870398234527;0.303340355100813;0.237486207242452
31216;0;-0.2;31358;0.132233440039399;0.349749651153246;0.175162111138472
31324;-0.599;-1.25;41151;0.0487963951144314;0.193584726669038;0.416874184750385
31405;-0.4155;0.1875;26860;0.12028530449277;0.226227855952243;0.336938403690352
31410;0;0;43303;0.0349760630808223;0.186201070121093;0.461560123908758
31558;0;-1;28975;0.0682054326851714;0.277126317351937;0.257978328632923
31636;-0.772;-2.85;22353;0.161468396356611;0.356334529395529;0.190863924924096
31763;0.777;2.65;34743;0.0959274878831749;0.304148045571851;0.240322276074778
31907;-0.6205;-1.0875;22095;0.116285721715162;0.338975999167902;0.187898171984294
32065;0.83;2.6;34731;0.0758420159922462;0.28321621839916;0.277077780470075
32073;-0.273;-0.25;30128;0.0794919559695174;0.276308213378493;0.253751058425064
32082;-0.13;0.425;48789;0.023851280252543;0.118905647141354;0.635084180989127
32086;0;-0.25;30428;0.0690732995817742;0.260180497468633;0.290380805635043
32097;-0.276;-0.25;33436;0.101602218456324;0.344553997843167;0.233862270836543
32118;0.4425;-0.1;28052;0.0722112570611856;0.275641461920642;0.325529163547267
32132;0.973;2.4;26606;0.0778588807785888;0.373073803730738;0.140794809407948
32174;-0.382;-2.575;30079;0.0694939326738594;0.28193755762091;0.288266513841477
32176;-0.805;-1.2;27857;0.0559394537676867;0.269249753208292;0.338351431391905
32233;-0.258;0.25;31926;0.0658261742720071;0.258730335825059;0.379337275465804
32257;0.586;1.7;32501;0.0795780711825488;0.243111366245695;0.368290757749713
32259;-0.327;-0.6;47683;0.0176629636160583;0.162846058896138;0.546023628989596
32266;0;0.8;45308;0.0198404979575958;0.120210075860727;0.565259677105622
32312;0.33;-0.125;49596;0.0231938991922747;0.0993637471233248;0.638509092549975
32327;0;0;31771;0.121062414400313;0.367051457640383;0.180541968303659
32405;-0.511;-1.25;26231;0.0774501569338226;0.327262278413863;0.25944918438619
32503;0.695333333333333;0.35;23392;0.0748890081475338;0.228228521247012;0.339513099477972
32506;-0.567;0.15;28678;0.115739268680445;0.253259141494436;0.215341812400636
32547;0;-0.75;27895;0.0977950921723764;0.267601108478252;0.279730109642958
32571;-0.572;-1.25;31555;0.0698364268158319;0.267437918467667;0.310619544029155
32579;0.751;1.3;33755;0.0672774869109948;0.206806282722513;0.434162303664921
32609;0.0313333333333333;0.15;20036;0.159589832466782;0.291955517042172;0.214832466782207
32707;0.09;0.7;28573;0.0708379888268156;0.23854748603352;0.310763500931099
32708;0;0.4;36555;0.0510278113663845;0.18857315598549;0.437454655380895
32712;-0.508;-1;33806;0.133933425965082;0.265329547514046;0.279556575847278
32713;0.103;-1.75;32507;0.0544372705405748;0.331497657931384;0.272439549310039
32714;0;0.25;31116;0.0643012309920348;0.223207820419986;0.370963070238957
32724;-0.572;-2;26915;0.0855079040919749;0.294077603812117;0.260003025489751
32725;0.717;1.55;26094;0.120469052364035;0.319267538919216;0.175114808075557
32746;-0.170333333333333;-0.533333333333333;40441;0.0339743195920624;0.163113595871475;0.506696565706211
32751;0.4255;0.45;37565;0.0255221932114882;0.143015665796345;0.548237597911227
32765;0;0.1;35993;0.0328844966028413;0.156466954910439;0.486571957998765
32773;-0.402;-0.75;27530;0.0993439114047741;0.344097529198269;0.211344283653622
32778;-0.557;-0.75;25116;0.106880037378811;0.346454853404976;0.219834131526691
32779;0.086;-0.216666666666667;41655;0.0238827145897375;0.153227713407425;0.528209978718373
32780;-0.718;-1.25;26635;0.0762856623659822;0.29870979465746;0.253425404324914
32789;-0.3025;0.2;40223;0.0531805569828383;0.150035967526462;0.598962079950673
32804;0.631;1.2;44161;0.0450934235692217;0.19162865970281;0.539282036192438
32806;-0.0835555555555555;-0.666666666666667;35419;0.0629749745873469;0.221937170240573;0.441018442325379
32812;0.0995;0;30783;0.0959889243548821;0.254316809598892;0.314656001230627
32819;0.593;1;31478;0.0604296326038948;0.15764906645252;0.496587030716724
32824;0.361;0.5;26482;0.124295554164058;0.256073888541014;0.289041953663118
32909;0.274;0.4;24690;0.0963260408012554;0.350456937136527;0.214898919966768
32926;-0.226;-1.3;26477;0.127322820798406;0.317544990913887;0.197608300603787
32931;-0.5645;-0.625;35032;0.0412537060567556;0.205506141465481;0.451588310038119
32937;-0.9;-3.1;36549;0.0233212121212121;0.197866666666667;0.478012121212121
32952;0.44;1.85;36004;0.0386761593226862;0.225963697004682;0.394265922647681
32960;0.4375;0.975;24058;0.10508622299695;0.351677768785407;0.230965573056092
32976;-0.691;-1.75;20738;0.0827005220692928;0.419672520170859;0.153298528713811
33009;-0.386;-1;24329;0.152238330412618;0.272805480324996;0.316106420264458
33012;0.512;0.625;17130;0.316412738671477;0.311197242216943;0.153785700251844
33014;0.247;0.8;21866;0.227229802338077;0.297893125793741;0.23084437786968
33015;0.84;0.65;23843;0.153174446851815;0.30799028297551;0.235966121725428
33021;-0.36675;-0.65;30512;0.108984582668793;0.266375668037718;0.317916002126528
33025;0;0;34381;0.0635561451064075;0.343195493780879;0.238729646077244
33034;0.827;1.05;17279;0.408980213089802;0.279452054794521;0.0691780821917808
33040;0.06175;-0.45;36352;0.100608347451101;0.277106114276914;0.325850916371477
33062;-0.772;-1.15;38289;0.0696236691035769;0.204209803248123;0.429812079878318
33065;0.1335;0.4;27414;0.0991492234976367;0.279918973666442;0.283889264010803
33066;0.072;-0.3;31695;0.065850898288301;0.276913283349837;0.341137360305559
33068;0.751;1.25;25297;0.143959314589534;0.385066605022105;0.176293813390355
33069;-0.047;-1.39285714285714;25453;0.1586075345732;0.28893657606104;0.274344301382928
33125;-0.0309473684210526;0.0921052631578947;15807;0.336201031493471;0.352858553714474;0.157511247668166
33132;0;0.55;46613;0.0848736645752077;0.107512294386976;0.588943530608784
33138;-0.599;-1;28063;0.146841077349321;0.224962528954898;0.38106917382023
33140;0.1846;0.59;45008;0.078591325109431;0.136158641729672;0.569173630454967
33143;-0.02125;0.6375;35954;0.0527563987828888;0.16802398424915;0.536334347592626
33147;0.772;1;17687;0.278321367304149;0.38518965626787;0.10502573225745
33149;0;0;59033;0.0201603395425607;0.0780476302758783;0.731195472765857
33154;0;-0.85;45185;0.0285178606670614;0.148213933293862;0.602230116439708
33157;0.158;0.15;26821;0.145922362680389;0.290479919454078;0.311198120595145
33161;-0.077;0.175;22153;0.233605891590405;0.312395083121243;0.193696864677533
33165;-0.893;-2.9;21675;0.195244417622209;0.305491852745926;0.258249849124925
33166;-0.382;-0.675;25831;0.16;0.23820476858345;0.337615708274895
33176;-0.358;-0.65;30890;0.0932980507231188;0.206429469712848;0.405234751624397
33179;0;-1.9;28106;0.116247600465746;0.277496302357051;0.27601724517733
33180;-0.0925;-0.425;41284;0.0467087961690937;0.118656042705185;0.541468775758527
33189;-0.191;-0.825;26919;0.128670766047928;0.324521579219585;0.261651629216712
33193;-0.379;-1.425;26202;0.203938400858444;0.24555552333169;0.327397697282561
33194;0.586;1.5;37022;0.191075926592299;0.20996761424973;0.340050377833753
33196;-0.438;-0.65;31215;0.0950570342205323;0.216082241937755;0.377383467117307
33311;-0.177428571428571;-0.467857142857143;19546;0.241634200273771;0.375465936611562;0.117005370116879
33312;0.579;0;26532;0.147601862022072;0.277812647104974;0.296720539777185
33313;0.6715;-0.225;21107;0.198353888999403;0.363462303560772;0.156107022080764
33324;0.0916666666666667;-0.366666666666667;34462;0.0492641276261094;0.191158296820582;0.434670261768341
33327;-0.4405;-1.225;39485;0.0299129671615593;0.156074014481094;0.628830541943977
33328;-0.0113333333333333;-0.416666666666667;38857;0.0621722083609145;0.201537756504914;0.438667956616936
33330;-0.0315;-0.05;44357;0.0676857994423613;0.159311604653399;0.500240361503702
33404;0.313;1.05;22890;0.141277274085882;0.347514197469363;0.228554348909037
33408;0.192;0.625;41383;0.04678438782824;0.190525835668209;0.491170912881996
33411;-0.8255;-1.55;32651;0.0848567048000944;0.26465385068994;0.345480992255376
33414;-0.612;-1.85;39874;0.0526470732545017;0.206540405279427;0.4379569206614
33417;-0.00566666666666667;-0.0583333333333333;25127;0.170947923968169;0.306271389106502;0.234074135158537
33418;-0.111666666666667;-0.783333333333333;42274;0.0417015731173788;0.153216047658941;0.541717087095473
33431;0.140555555555556;0.255555555555556;31720;0.0515965320363713;0.159582716571509;0.531472474800874
33436;0.100625;-0.075;30267;0.0922251378364832;0.234248312055901;0.357107055458914
33442;0.201166666666667;-0.0333333333333333;31191;0.0693286529179465;0.290873189995612;0.326415094339623
33445;0.1455;0.225;31054;0.0856959021997024;0.227168536614791;0.404753287489444
33446;-0.223;-0.7;30713;0.0602924052270669;0.210678397377841;0.452538060119895
33458;-0.053;-0.816666666666667;39506;0.0692322662255522;0.174491583146833;0.463899970808602
33462;0;0;29017;0.157608042616253;0.304121440301198;0.275243321183963
33463;0.606;0.6;25611;0.226113558492413;0.264023494860499;0.231130690161527
33472;-0.496;-2.35;36762;0.0465997347982572;0.217212855970196;0.438277451537539
33478;-0.457;-1.25;42848;0.050581450316725;0.249692729507422;0.391320790394252
33480;0;1.15;63548;0.0239204064352244;0.06922099915326;0.671041490262489
33498;-0.318;-0.75;44156;0.0450755840586349;0.156481905634448;0.551351351351351
33534;0;-1;25883;0.207550899387231;0.313994860644396;0.168511563550109
33570;0.361;0.5;25971;0.171756864305611;0.32316951850378;0.16732988460008
33573;0.0246666666666667;-0.233333333333333;29565;0.0442837144190387;0.279374708352777;0.323145123658423
33594;0.494;0.5;31475;0.100704581727588;0.295457199579587;0.279886332671571
33610;-0.00955555555555555;0.15;21998;0.200746421968089;0.387351913990276;0.155105115387249
33613;-0.132;-0.25;21190;0.164970515503139;0.269117367319764;0.305402320715237
33614;-0.039;-3.25;21343;0.205417867435158;0.337579250720461;0.197579250720461
33615;0.705;0.5;27019;0.11131232292549;0.345883108917253;0.267984928586033
33617;0.0555;-0.25;26232;0.113799869195553;0.280608240680183;0.282635709614127
33618;-0.3415;-0.125;39676;0.0374197286466129;0.201197431316692;0.452416590217759
33624;0;-0.9;34731;0.0546082083176708;0.247240542664799;0.381129754297235
33647;0.77;2.1;41551;0.0449639139043239;0.13627557429052;0.580294224095719
33706;0.676;2.25;43731;0.0411433226967208;0.18711385701677;0.45590331998099
33707;-0.637;-3.6;28886;0.0653526478271194;0.270339586796485;0.352552837805747
33709;0.1365;0;25357;0.134546212792577;0.368920398269301;0.186050148569046
33713;-0.179125;-0.690625;30285;0.13858047536804;0.250801875154207;0.28209556706966
33762;-0.843;0.35;31269;0.105620297979053;0.281457442100605;0.333382504794217
33763;-0.045375;-0.44375;28422;0.0931381747669982;0.329705385625821;0.279414524300995
33771;0.026;-1;24800;0.103564364768758;0.346841728737954;0.220174220426714
33777;-0.226;1.5;32743;0.0636683613609699;0.297770825185765;0.332733672272194
33811;-0.862;-2.35;31657;0.0983957219251337;0.353696130858761;0.241522491349481
33815;0.2195;0.2625;21548;0.206391478029294;0.464611287514084;0.0912629314759807
33825;0;0;21895;0.185499813004221;0.370411924987979;0.148848640273548
33884;0.273;0.4;30485;0.0799153786374234;0.291339262585269;0.28084794059235
33916;0.00175;-0.0125;21789;0.251134072580645;0.306514616935484;0.20344002016129
33928;-0.896;-3.2;37904;0.0535064188541866;0.201666986012646;0.449511400651466
33936;-0.585;0;19213;0.182419553761632;0.398979706245095;0.151642560825205
33952;0;0.6;23354;0.125972243403996;0.37334146713436;0.171801128564892
33967;0.727;-1.2;30879;0.126057018603527;0.252778448900701;0.266610292341145
33991;-0.036;0.266666666666667;31632;0.0522189910228853;0.345871791629789;0.308572512327728
34102;0;-0.1;44474;0.0734047983665135;0.145992853496682;0.553956100051046
34108;0.477;0.1;48238;0.0377854671280277;0.185328719723183;0.56636678200692
34113;0;0.8;26356;0.170872733843281;0.277359513340962;0.311449737999157
34135;0.458;0.75;31429;0.140962941653372;0.231921960404843;0.348170620080027
34201;0.361;0.5;39047;0.0379970544918998;0.154050073637703;0.605301914580265
34205;-0.1196;-0.3;25237;0.16941317467791;0.33065102940547;0.195779651585841
34207;-0.487;-2.1;24178;0.178780952380952;0.390933333333333;0.158819047619048
34208;-0.296;-0.25;22744;0.213539764843351;0.345687577594391;0.202037537427883
34212;0;0;40674;0.0185148051600829;0.207873805226923;0.444823207004879
34221;0;0;26796;0.126472246120984;0.352389711335924;0.218619277894799
34236;-0.10275;-0.65;35869;0.0723492723492724;0.13047817047817;0.545363825363825
34239;0;-1.25;32540;0.0793444750932987;0.231218562388447;0.392909297420088
34242;-0.743;-1.6;52219;0.030030487804878;0.114024390243902;0.604573170731707
34243;0;-0.35;32609;0.0583220997541829;0.233209103163905;0.41757196098644
34431;0.402;0.5;23836;0.112830431979368;0.42150225660864;0.156028368794326
34446;-0.878;-0.45;26632;0.0946803318692045;0.347835180924493;0.214948058286272
34476;0.136666666666667;-0.766666666666667;25966;0.0791269497400347;0.316507798960139;0.257257365684575
34609;-0.3755;-0.125;28039;0.0982508250825083;0.326336633663366;0.201254125412541
34610;0.39;0.8;25666;0.179147190689688;0.356958885815129;0.152628064485357
34613;-0.3775;-1.125;24350;0.132263602746962;0.368396724775489;0.160723718964606
34639;-0.185666666666667;0.116666666666667;40168;0.063081695966908;0.234943615502044;0.386566208696509
34652;0.818;-0.1;23623;0.120231087856987;0.378133856551123;0.157946370176586
34654;-0.135;-0.5;24517;0.127435853477342;0.364763700782902;0.175552888736499
34655;-0.500666666666667;-0.95;34259;0.0652782193958664;0.292464228934817;0.306454689984102
34668;-0.791;-1.2;22280;0.130162019050908;0.406428961984518;0.130939019827909
34677;-0.557;-0.85;31924;0.0614612731263719;0.259078080903104;0.379868297271872
34683;0.572;0.8;35833;0.0597145122918319;0.230491673275178;0.367961934972244
34698;0.046;-0.15;28783;0.0773544708315057;0.292217557491071;0.324268437872047
34744;0.152;-0.225;22436;0.134231762857219;0.293818414254135;0.24017897568381
34748;0.388;-1;24929;0.112040027867503;0.369941098232947;0.200107669896764
34759;-0.306;-1.075;25150;0.166654149455501;0.279909876079609;0.230604581299287
34761;0.511;0.6;31374;0.1475497218243;0.222707132624846;0.334843588633108
34772;0.273;-0.1;30588;0.0921868941450174;0.295851105079488;0.209916634354401
34786;0.361;0.4;48579;0.0284524169438006;0.103228190399409;0.608619705062313
34787;0.475;0.5;35719;0.0966091941774472;0.217812919588244;0.414675731548773
34946;0.402;0;21960;0.162882962309896;0.348247740797884;0.133788847255896
34951;-0.292;1;24259;0.155362362287342;0.358914786779585;0.172150191111444
34957;0;-0.1;31322;0.067988520740934;0.27993738585964;0.34030785285677
34983;0.1504;0.06;25719;0.126690578827865;0.359406364144921;0.179110862483135
34996;-0.926;-1.8;38203;0.0471768598569751;0.203116661329918;0.42640623332266
35010;-0.649;1.15;24263;0.202020202020202;0.320071462928606;0.170549027691885
35055;0.44;0.8;23641;0.167283335705137;0.303330012807742;0.193610360039846
35124;-0.636;-2;41144;0.067119893990897;0.172091951374085;0.424151639108141
35234;-0.033;-0.75;14072;0.248496511907626;0.306471012749579;0.0909309598267982
35242;-0.170333333333333;-0.0166666666666667;49006;0.0226951071572988;0.11102405984634;0.61921249494541
35243;0.517;0.125;51187;0.0101346001583531;0.0680126682501979;0.715676959619952
35244;0.258333333333333;0.716666666666667;46958;0.0407640449438202;0.127280898876405;0.570966292134831
35401;-0.00760000000000001;0.25;10654;0.18219049847882;0.358881347999064;0.240287853966768
35473;-0.296;-0.4;32751;0.0823518326580609;0.249411099594837;0.395835296334684
35601;0.1385;0.4;23498;0.235358812207864;0.288195399138484;0.206122261937494
35661;0;-0.4;29619;0.094248670212766;0.335355718085106;0.25498670212766
35805;-0.110333333333333;-0.3;18101;0.233254851018917;0.297069091499553;0.141917674758464
35950;0;-0.1;24941;0.22420204524326;0.304307406259684;0.163309575457081
36067;0.027421052631579;-0.142105263157895;25127;0.131962435233161;0.376187392055268;0.206174438687392
36081;0.318;-0.75;17291;0.151987435061012;0.33152108251782;0.272441705932101
36092;0.493;0.8;24902;0.144890407059493;0.385852547680046;0.208653572445204
36109;0.0626;0.25;30286;0.087660653564636;0.254336925825601;0.333122010258775
36203;0.6035;0.825;30010;0.15686591276252;0.271163166397415;0.233441033925687
36207;0.298;0.65;28689;0.087896781760868;0.287735503262224;0.263177186423283
36265;-0.273;-0.2;22166;0.0857777073093388;0.283890914856509;0.255034089107341
36467;-0.943;-3.3;22523;0.192899238177375;0.374874227396866;0.131665947966077
36542;0.284666666666667;-0.0666666666666667;31404;0.0521958243340533;0.236051115910727;0.353041756659467
36567;0;-0.35;26569;0.170306593868123;0.377152456950861;0.138492230155397
36572;0;0;30373;0.0924467099165894;0.412650602409639;0.217562557924004
36608;-0.345333333333333;-0.45;27424;0.0855159490652017;0.234189344576466;0.391209914398876
36869;-0.67;-0.25;22078;0.200697950697951;0.33019008019008;0.145530145530146
37027;0.598;0.05;54847;0.01780204778157;0.0749215017064846;0.749051194539249
37043;-0.542;-1.25;36434;0.0433686798832027;0.280344244659597;0.391609036422314
37064;0.2445;0.65;40141;0.0703735017655543;0.164519818968518;0.538692992490178
37066;0;0;31255;0.116974109146642;0.295965843779079;0.279654058788111
37075;0.127333333333333;0.616666666666667;37192;0.0565374151164591;0.246698666194784;0.381428476630759
37087;0.6795;0.85;29644;0.11186665061981;0.341136117462992;0.258906005536166
37122;0.318;0;42084;0.0499459568157253;0.236859965311817;0.401804790991127
37129;0;0;35022;0.0689863082527321;0.275593518402211;0.348926014319809
37167;-0.796;-3.85;33373;0.09290147896498;0.314822856267082;0.256532733914021
37190;-0.176548387096774;-0.238709677419355;27443;0.144648965629581;0.432806646033556;0.180974100016289
37203;0;0;37041;0.0907065846921501;0.124476521429208;0.596275505658024
37205;-0.361;-0.5;53472;0.018277912354107;0.0671658225060559;0.751266240916098
37228;0.00309523809523809;0.114285714285714;24283;0.186688311688312;0.214285714285714;0.395292207792208
37303;0;-0.35;23261;0.147987325431287;0.377244454876188;0.200974064076986
37312;0.052;0.5;29640;0.0922988174214018;0.261856689604022;0.30013597593638
37377;0;-0.85;44112;0.032016783727082;0.121955669068686;0.616163458907233
37388;-0.446;-0.675;25649;0.120791051660517;0.370791051660517;0.230569649446494
37406;0.4274;1.26;20426;0.212424849699399;0.397695390781563;0.116633266533066
37421;0.481;0.15;33136;0.0824374639467198;0.22151135350569;0.370181970737847
37604;-0.691;-0.75;24140;0.0943832063543524;0.252390987194035;0.37611444318366
37643;0.126;1.4;22918;0.152663150690446;0.392246064656387;0.154394299287411
37664;0.128;0;25587;0.106280193236715;0.336919169281339;0.277503859753972
37803;0.329333333333333;0.233333333333333;31010;0.0738322874110264;0.34519647896222;0.294907972876216
37821;-0.617;-1;21169;0.203569613821138;0.482342479674797;0.103467987804878
37862;-0.494;-1;22417;0.179535391520592;0.371990052768848;0.164675198641354
37921;-0.216;-0.571428571428571;25327;0.11869990117492;0.329801251784342;0.245854836938619
38012;0.7;1.25;22767;0.181449460988366;0.463336535382645;0.111431316042267
38060;-0.63;-0.65;37339;0.111519768816498;0.258505188493367;0.216471824510705
38117;0.0608125;-0.15625;43372;0.027602523659306;0.15651945320715;0.564511041009464
38135;0.649;0.05;39423;0.0537397712590324;0.27975307460401;0.338230367995406
38221;0.649;0.6;19733;0.173076923076923;0.474358974358974;0.10536858974359
38242;-0.402;-1.25;21892;0.138308115543329;0.454264099037139;0.170563961485557
38301;-0.872;-0.85;20681;0.172452967372535;0.436971734981369;0.14109788239571
38310;0;0;20826;0.164467483506126;0.433081998114986;0.166352497643732
38358;-0.402;0.5;26741;0.13915206063477;0.365940312648034;0.223353860729512
38375;0;0.5;21439;0.176450742240216;0.450910931174089;0.128542510121457
38401;0;-0.6;30049;0.101660389871859;0.378526255951112;0.204599824723466
38501;0.6125;0.925;22207;0.14746822675005;0.325398426467622;0.27448053258019
38574;-0.052;-1.25;21420;0.193337687785761;0.464402351404311;0.106139777922926
38632;0;0;35681;0.0866376102902094;0.257414691187414;0.272403529286701
38637;0.572;0.25;26698;0.136870845204179;0.341405508072175;0.15693257359924
38655;0;0;25750;0.0936623874870887;0.163272834587576;0.489560277408883
38671;-0.284;-0.575;30071;0.118088451058478;0.306225110039824;0.194843848249843
38901;0;-0.15;22337;0.191425803326336;0.270062974325852;0.232520587760375
39046;0.181363636363636;0.431818181818182;25504;0.173453427538968;0.268755730543121;0.252251766355644
39051;0;0.35;21541;0.209315428678749;0.363790027232604;0.153535543243497
39157;0;-0.75;35755;0.0595954731519384;0.164158439682157;0.517758247050325
39218;0;0.25;26852;0.130240856378234;0.299063336306869;0.193800178412132
39402;0.7245;1.5;29545;0.081726555652936;0.163489628980427;0.458990651475314
39503;0.67;0.15;28625;0.0932858161083393;0.287811831789024;0.237975766215253
39520;0.475;-0.95;25831;0.137857816923561;0.281928279333124;0.2194872601447
39532;-0.0715;0.275;30677;0.104399786861536;0.278602420643983;0.25260714013854
39759;0.457;-0.05;20561;0.0902183442575043;0.204066296497307;0.448962551663675
40047;0.934;1.5;36406;0.0815407703851926;0.355391981705138;0.185449867791038
40150;-0.01125;-0.147916666666667;26384;0.178325123152709;0.465353037766831;0.0870279146141215
40213;0.163333333333333;0.0666666666666667;27403;0.126225383881322;0.318469679882016;0.248807148434111
40219;0;-0.5;28870;0.127150945490878;0.378381378825445;0.174629019723939
40228;-0.41225;-0.175;33694;0.0752678954136305;0.320788684097728;0.266180882983283
40245;0.927;3;50621;0.0343807604921336;0.119646761263772;0.593303896771981
40258;-0.296;-0.05;30462;0.12088275862069;0.386924137931034;0.132248275862069
40291;-0.052;-1.7;37713;0.0548001648125258;0.269693223957748;0.33490654380642
40361;0;0;26486;0.151351767696218;0.357082338442579;0.196872833705615
40475;-0.19;2.3;22605;0.115053191489362;0.255292553191489;0.332659574468085
41011;-0.494;-1.85;30101;0.118635002139495;0.246951219512195;0.358097988874626
41015;0;0;30877;0.137348538845331;0.340342124019957;0.23592302209551
41017;0;0.6;38478;0.0560791877433677;0.216456202918592;0.441646348120383
41076;0.2375;-0.3;29342;0.0749956799723518;0.271902540176257;0.406168999481597
41102;-0.555;-0.1;26499;0.0989851244265258;0.334144306965105;0.201862922285555
41701;0.153;0.25;23043;0.172042036600833;0.312013045841638;0.198949084979163
42003;-0.88;-0.6;23469;0.124148148148148;0.341234567901235;0.16962962962963
42071;0.178;0.55;20302;0.100642953437727;0.306906564347195;0.3043658612465
42104;-0.318;0;31044;0.0860153425623843;0.200908209152632;0.408341416100873
42141;-0.308;0;22242;0.169110865154031;0.416666666666667;0.172292934882863
42408;0;-1.5;21860;0.177736006683375;0.453425229741019;0.114661654135338
42420;-0.101;-0.25;25505;0.13268669013557;0.354879784285821;0.18507976930567
42718;0.318;0.7;22062;0.124955116696589;0.382345900658288;0.196768402154399
43011;-0.0684074074074074;-0.27962962962963;37161;0.0454461481618326;0.409015333456494;0.24755218917421
43017;0.188;-0.383333333333333;53607;0.0296598157335223;0.0934443656980865;0.707831325301205
43025;-0.428;-0.25;36770;0.0956898888587693;0.412577934399566;0.238818107888317
43026;-0.183;-0.85;44071;0.0371453429358596;0.170839576586592;0.532698535453623
43028;0;0;32029;0.0747449876890608;0.361062258177981;0.222476257474499
43035;-0.586;-0.5;54655;0.0274994034836555;0.115246957766643;0.641374373657838
43055;0.131;-0.75;25524;0.102773750386233;0.379316901575832;0.191999619708602
43068;0;0.4;32935;0.0804991771804718;0.29092155787164;0.292046077893582
43113;0;0;26995;0.115612993363605;0.447316334846897;0.192164396320876
43138;0.077;-0.6;25591;0.113593889656293;0.431949297147965;0.151377264971155
43211;-0.000142857142857143;0.158928571428571;16976;0.258012585979804;0.364627542806966;0.0821015659300454
43230;0.338;0.55;41957;0.0317437344718624;0.205465904431097;0.47987070940975
43232;-0.914;-2.25;26818;0.114729608604721;0.384722637187531;0.157620422932643
43410;-0.878;-1.75;32060;0.0942467294978197;0.431143620762414;0.142917428611619
43460;-0.358;-0.5;35909;0.0415590514205212;0.296548485559991;0.28081709321437
43551;-0.3125;-0.575;41562;0.0311246109423632;0.218322270971613;0.46150673116586
43560;-0.0775;0.25;41399;0.0389103312090477;0.19562875863926;0.491158782874069
43607;-0.08025;-0.375;17274;0.168439716312057;0.308430045132173;0.173678272082527
43968;-0.869;-2;23885;0.162637362637363;0.471428571428571;0.0951648351648352
44011;0.305;0.25;52095;0.0330914762324541;0.170000678104021;0.5373974367668
44024;0.557;0;34748;0.0601659751037344;0.264789567279194;0.345287492590397
44035;0;-0.5;27361;0.120253456221198;0.339423963133641;0.158963133640553
44044;0;-0.25;26136;0.121250421300977;0.342686215032019;0.177704752275025
44060;0;-0.25;36126;0.0688669263153155;0.293658119273284;0.317094036335802
44070;0.291;0.1;31898;0.0716059061805828;0.299446840019165;0.308942027091772
44095;-0.7225;-1.1;31442;0.0803118581548393;0.361109946766148;0.196839502032946
44106;0;0.6;16791;0.129634734665748;0.191592005513439;0.452446588559614
44107;-0.208;0.25;35201;0.0601859403033763;0.191866470940032;0.464551731637036
44113;0.101333333333333;0.0666666666666667;31902;0.172306293433786;0.185360784568422;0.434370331882834
44116;0.494;1;45262;0.0284680822560118;0.155402237256347;0.591868176033224
44117;0.0515;0.2;23785;0.130718954248366;0.303104575163399;0.200571895424837
44118;-0.453;0.7;33353;0.0448782048718051;0.146954121835127;0.550257989680413
44122;-0.443666666666667;-0.916666666666667;42766;0.0404908999833027;0.151903489731174;0.600601102020371
44128;0.164333333333333;-0.316666666666667;23525;0.127452441265584;0.355833705856057;0.129389559429792
44129;0;-0.1;30749;0.0827484662576687;0.378159509202454;0.228515337423313
44130;0.426;-0.525;31774;0.0797797309027778;0.310899522569444;0.281684027777778
44131;0.1625;-0.05;42227;0.0416290759118443;0.291210207500967;0.392383039051424
44136;0;-1;39119;0.03552;0.239626666666667;0.442826666666667
44139;0.527;0.65;46660;0.0323145687364098;0.146472577917371;0.608419908190384
44145;-0.868;-1.6;45477;0.0337248322147651;0.177726510067114;0.526048657718121
44146;0.459;-1.1;31061;0.0855672514619883;0.354853801169591;0.200187134502924
44212;0.42;-0.5;36478;0.0586916980641808;0.310705469663505;0.282285305963362
44224;0.013;0;36573;0.040094597052938;0.224595233763871;0.479352374022194
44240;-0.52;0.2;24897;0.054564937848264;0.253193313330476;0.410244320617231
44266;0.459;0.25;27897;0.0790336640239094;0.451454900170188;0.19372379726869
44281;-0.0276666666666667;-0.233333333333333;37657;0.034384858044164;0.283235691753042;0.393961243803515
