"","user_id","status_id","created_at","screen_name","text","lang","location","lat","lng"
"1533","2666899436","1373778154242912259",2021-03-21 23:26:50,"tsparkie2960","@ACTBrigitte Crisis is so he can make all legal decisions so they vote for the far left this is all this is about Biden must Go he want make 4 years","en","Indianapolis, IN",39.7795625,-86.1429225
"1534","1271423673963069440","1373778063746551808",2021-03-21 23:26:28,"Ruby_8385","@_mexodus_ Biden is losing all his voters because of crap like this and he knows it. These are new voters. And a new work force with lower wages. A whole new group to be dependent on Government. This is his plan!","en","",41.374191,-85.0597275
"1535","1331769929394245632","1373778003231182856",2021-03-21 23:26:14,"JoshuaX1993","Over 15,000 minors are in Border Patrol custody as the Biden administration scrambles to house them. Earlier today on CBSN @CBSNLive @NikkiBattiste spoked to @CBSNews immigration reporter @camiloreports with the latest update from the Southern border. https://t.co/3m0H3G5qBm https://t.co/YMkmRqjjTR","en","New York, NY",40.7055975,-73.977717
"1536","233362936","1373777799056592896",2021-03-21 23:25:25,"smacmullan","I love Jill Biden. https://t.co/UkAmcJSxOj","en","Annapolis, MD, US, 21401",38.99208125,-76.555727
"1537","636404996","1373777772670152704",2021-03-21 23:25:19,"RyanEbrahamian","URGING PRESIDENT BIDEN TO RECOGNIZE THE ARMENIAN GENOCIDE - Sign the Petition! https://t.co/rKqEps4lir via @Change","en","",37.2691755,-119.3066075
"1538","20278402","1373777332020908033",2021-03-21 23:23:34,"RolandB3","But but but Biden stumbled... https://t.co/wg21d1HVW3","en","The Republic of Houston",29.8384948,-95.4464865
"1539","141663597","1373777276827885569",2021-03-21 23:23:21,"sherlock1313","Personally, I've tripped on a flight of stairs. I've never given up on closing an umbrella. 

Advantage: Biden

#stairs","en","Northern CA, USA (no, farther)",40.78262345,-124.169452
"1540","771004707523342336","1373776846760910857",2021-03-21 23:21:38,"SharrDonald","@nousgnostic "" I will tell you what you can see, mainstream media!! "" says der fuhrer biden. https://t.co/ns679GOUy8","en","Pennsylvania, USA",41.1105495,-76.870495
"1541","1296640404486463488","1373776637548896262",2021-03-21 23:20:48,"GrannyJannie","@kylegriffin1 @lauferlaw YAY!
Much credit goes to the Biden Admin...we are lucky...too bad some people don't know it!","en","United States",47.667438,-117.434547
"1542","14237553","1373776497014624260",2021-03-21 23:20:15,"tomspano","Imagine being one of the 50,000 #California #homeless and finding out the @JoeBiden @KamalaHarris admin is spending $86,000,000 on hotel rooms for illegal immigrants? Wow! How about that @GavinNewsom? #BidenBorderCrisis","en","Austin, TX",30.50595825,-97.8136448
"1543","755930196222488577","1373775762462027777",2021-03-21 23:17:19,"ivorybill_gone","@RemoveRon @DWUhlfelderLaw I donate every paycheck two weeks to actblue. It's not much but I heard Biden raised more with millions of little dollars like me!","en","Platte City, Missouri",39.3441665,-94.772968
"1544","804727055849926657","1373775514742124545",2021-03-21 23:16:20,"urdeal59","@laurenboebert You are just a paranoid little thing, aren't you? Besides, Biden would send an agency to pick them up, if he was going to take your little guns away. #somethingtothinkaboutLauren","en","The Zone",33.5528626,-112.1246767
"1545","3827830753","1373775202962657280",2021-03-21 23:15:06,"IAmPoliticsGirl","@PopulismUpdates It’s like if white, Christian God and handsome Santa had a baby...
This is why Right Wing Media is struggling to make Biden into the enemy.","en","California, USA",34.0207895,-118.4119065
"1546","112297499","1373774966596853762",2021-03-21 23:14:10,"drbeba82","@GeraldoRivera @JoeBiden Trump did not buy all that was available to buy.  He told states distribute it how ever you like. 
The last 4 months of his administration all he talked about was the “Stolen election”. He didn’t care about Covid. 
If he had promoted Masks there would NOT BE 544,000 DEAD. Wake up","en","Bay Area, CA",37.4972935,-122.2329345
"1547","112844747","1373774796450848769",2021-03-21 23:13:29,"lornehanks","This Joe Biden would have found the secret treasure map in the Oval Office and mounted an expedition. https://t.co/URqcWGVJMs","en","Winnipeg, Manitoba",49.8538055,-97.1526765
"1548","709054743453106176","1373773896944525312",2021-03-21 23:09:55,"Oldgriz64","@SaraCarterDC Outrageous, our own poor citizens are suffering, and Beijing Biden puts up illegal immigrants in luxury
hotels.","en","",32.1893905,-110.9155735
"1549","709054743453106176","1373774770567704577",2021-03-21 23:13:23,"Oldgriz64","@MarshaBlackburn Beijing Biden could care less","en","",32.1893905,-110.9155735
"1550","592384046","1373774386189115392",2021-03-21 23:11:51,"joshuanimal","“Biden helped roll out more vaccines<U+0001F603>”
“No, Trump did that!”
“Okay. So since it’s Trump approved you’ll get the vaccine?”
“No!”","en","DTLA",34.0207895,-118.4119065
"1551","2607065779","1373774288839319553",2021-03-21 23:11:28,"JonFromSeattle","@1BethDutton I found it hilarious that so many outlets (even on Youtube) were calling out Biden as a ""whiney scrawny little putz with no apparent back bone."" A breeze blows him over, and leaders want to debate the guy? Clearly, anyone can win a debate against Biden. Hell - I'll debate him.","en","Washington, USA",47.48518545,-122.1100236
"1552","3979459354","1373774268153139200",2021-03-21 23:11:23,"samangotony","@GeraldoRivera @JoeBiden Not likely","en","",41.1179365,-77.604684
"1553","451443704","1373773438557519877",2021-03-21 23:08:05,"EWarthen","Biden looking good https://t.co/e2MQ5LEwXh","en","Killeen, TX",31.0793065,-97.75384
"1554","3160282213","1373773949192916995",2021-03-21 23:10:07,"ThorEdson","@GeraldoRivera @JoeBiden What a crock of crap.","en","",40.57245555,-111.8609656
"1555","1322491700","1373773885984882691",2021-03-21 23:09:52,"TDerke","@RonnyJacksonTX How is president Biden hiding?  I’ve seen him multiple times on the news.  These people are sick human beings.","en","Wilmington DE",39.1450234,-75.3864607
"1556","29121193","1373773321213517829",2021-03-21 23:07:37,"twittipolitti","What do these fucksticks think, that if Biden is incapacitated, the election is overturned and Trump’s president again?! https://t.co/1BG9dgy3yQ","en","Florida, USA",28.50167835,-81.36777265
"1557","40763363","1373773279597531138",2021-03-21 23:07:27,"housesandme","@GeraldoRivera I'm sorry, wut? With Trump there was zero planning, zero rollout, a zero effort at masks and a lot of racism, directed squarely at the Asian world. Thank GOD for Joe Biden to clean up the Trump Administration's hateful disaster.","en","San Diego, CA",32.8100122,-117.10498915
"1558","19578211","1373773211943378945",2021-03-21 23:07:11,"Lizbeth528","@DonaldJTrumpJr
should be arrested for a terroristic threat to the President.      There is something not quite right with this person.  Does he have daddy issues?   Weird.They’re so hateful! No dignity at all. 
https://t.co/KAYLyDEPck","en","United States",32.342708,-111.032309
